1/beta	E	M	C	X
149	1.33333
150	1.33333
151	1.33333
152	1.33333
153	1.33333
154	1.33333
155	1.33333
156	1.33333
157	1.33333
158	1.33333
159	1.33333
160	1.33333
161	1.33333
162	1.33333
163	1.33333
164	1.33333
165	1.33333
166	1.33333
167	1.33333
168	1.33333
169	1.33333
170	1.33333
171	1.33333
172	1.33333
173	1.33333
174	1.33333
175	1.33333
176	1.33333
177	1.33333
178	1.33333
179	1.33333
180	1.33333
181	1.33333
182	1.33333
183	1.33333
184	1.33333
185	1.33333
186	1.33333
187	1.33333
188	1.33333
189	1.33333
190	1.33333
191	1.33333
192	1.33333
193	1.33333
194	1.33333
195	1.33333
196	1.33333
197	1.33333
198	1.33333
199	1.33333
200	1.33333
201	1.33333
202	1.33333
203	1.33333
204	1.33333
205	1.33333
206	1.33333
207	1.33333
208	1.33333
209	1.33333
210	1.33333
211	1.33333
212	1.33333
213	1.33333
214	1.33333
215	1.33333
216	1.33333
217	1.33333
218	1.33333
219	1.33333
220	1.33333
221	1.33333
222	1.33333
223	1.33333
224	1.33333
225	1.33333
226	1.33333
227	1.33333
228	1.33333
229	1.33333
230	1.33333
231	1.33333
232	1.33333
233	1.33333
234	1.33333
235	1.33333
236	1.33333
237	1.33333
238	1.33333
239	1.33333
240	1.33333
241	1.33333
242	1.33333
243	1.33333
244	1.33333
245	1.33333
246	1.33333
247	1.33333
248	1.33333
249	1.33333
250	1.33333
251	1.33333
252	1.33333
253	1.33333
254	1.33333
255	1.33333
256	1.33333
257	1.33333
258	1.33333
259	1.33333
260	1.33333
261	1.33333
262	1.33333
263	1.33333
264	1.33333
265	1.33333
266	1.33333
267	1.33333
268	1.33333
269	1.33333
270	1.33333
271	1.33333
272	1.33333
273	1.33333
274	1.33333
275	1.33333
276	1.33333
277	1.33333
278	1.33333
279	1.33333
280	1.33333
281	1.33333
282	1.33333
283	1.33333
284	1.33333
285	1.33333
286	1.33333
287	1.33333
288	1.33333
289	1.33333
290	1.33333
291	1.33333
292	1.33333
293	1.33333
294	1.33333
295	1.33333
296	1.33333
297	1.33333
298	1.33333
299	1.33333
300	1.33333
301	1.33333
302	1.33333
303	1.33333
304	1.33333
305	1.33333
306	1.33333
307	1.33333
308	1.33333
309	1.33333
310	1.33333
311	1.33333
312	1.33333
313	1.33333
314	1.33333
315	1.33333
316	1.33333
317	1.33333
318	1.33333
319	1.33333
320	1.33333
321	1.33333
322	1.33333
323	1.33333
324	1.33333
325	1.33333
326	1.33333
327	1.33333
328	1.33333
329	1.33333
330	1.33333
331	1.33333
332	1.33333
333	1.33333
334	1.33333
335	1.33333
336	1.33333
337	1.33333
338	1.33333
339	1.33333
340	1.33333
341	1.33333
342	1.33333
343	1.33333
344	1.33333
345	1.33333
346	1.33333
347	1.33333
348	1.33333
349	1.33333
350	1.33333
351	1.33333
352	1.33333
353	1.33333
354	1.33333
355	1.33333
356	1.33333
357	1.33333
358	1.33333
359	1.33333
360	1.33333
361	1.33333
362	1.33333
363	1.33333
364	1.33333
365	1.33333
366	1.33333
367	1.33333
368	1.33333
369	1.33333
370	1.33333
371	1.33333
372	1.33333
373	1.33333
374	1.33333
375	1.33333
376	1.33333
377	1.33333
378	1.33333
379	1.33333
380	1.33333
381	1.33333
382	1.33333
383	1.33333
384	1.33333
385	1.33333
386	1.33333
387	1.33333
388	1.33333
389	1.33333
390	1.33333
391	1.33333
392	1.33333
393	1.33333
394	1.33333
395	1.33333
396	1.33333
397	1.33333
398	1.33333
399	1.33333
400	1.33333
401	1.33333
402	1.33333
403	1.33333
404	1.33333
405	1.33333
406	1.33333
407	1.33333
408	1.33333
409	1.33333
410	1.33333
411	1.33333
412	1.33333
413	1.33333
414	1.33333
415	1.33333
416	1.33333
417	1.33333
418	1.33333
419	1.33333
420	1.33333
421	1.33333
422	1.33333
423	1.33333
424	1.33333
425	1.33333
426	1.33333
427	1.33333
428	1.33333
429	1.33333
430	1.33333
431	1.33333
432	1.33333
433	1.33333
434	1.33333
435	1.33333
436	1.33333
437	1.33333
438	1.33333
439	1.33333
440	1.33333
441	1.33333
442	1.33333
443	1.33333
444	1.33333
445	1.33333
446	1.33333
447	1.33333
448	1.33333
449	1.33333
450	1.33333
451	1.33333
452	1.33333
453	1.33333
454	1.33333
455	1.33333
456	1.33333
457	1.33333
458	1.33333
459	1.33333
460	1.33333
461	1.33333
462	1.33333
463	1.33333
464	1.33333
465	1.33333
466	1.33333
467	1.33333
468	1.33333
469	1.33333
470	1.33333
471	1.33333
472	1.33333
473	1.33333
474	1.33333
475	1.33333
476	1.33333
477	1.33333
478	1.33333
479	1.33333
480	1.33333
481	1.33333
482	1.33333
483	1.33333
484	1.33333
485	1.33333
486	1.33333
487	1.33333
488	1.33333
489	1.33333
490	1.33333
491	1.33333
492	1.33333
493	1.33333
494	1.33333
495	1.33333
496	1.33333
497	1.33333
498	1.33333
499	1.33333
500	1.33333
501	1.33333
502	1.33333
503	1.33333
504	1.33333
505	1.33333
506	1.33333
507	1.33333
508	1.33333
509	1.33333
510	1.33333
511	1.33333
512	1.33333
513	1.33333
514	1.33333
515	1.33333
516	1.33333
517	1.33333
518	1.33333
519	1.33333
520	1.33333
521	1.33333
522	1.33333
523	1.33333
524	1.33333
525	1.33333
526	1.33333
527	1.33333
528	1.33333
529	1.33333
530	1.33333
531	1.33333
532	1.33333
533	1.33333
534	1.33333
535	1.33333
536	1.33333
537	1.33333
538	1.33333
539	1.33333
540	1.33333
541	1.33333
542	1.33333
543	1.33333
544	1.33333
545	1.33333
546	1.33333
547	1.33333
548	1.33333
549	1.33333
550	1.33333
551	1.33333
552	1.33333
553	1.33333
554	1.33333
555	1.33333
556	1.33333
557	1.33333
558	1.33333
559	1.33333
560	1.33333
561	1.33333
562	1.33333
563	1.33333
564	1.33333
565	1.33333
566	1.33333
567	1.33333
568	1.33333
569	1.33333
570	1.33333
571	1.33333
572	1.33333
573	1.33333
574	1.33333
575	1.33333
576	1.33333
577	1.33333
578	1.33333
579	1.33333
580	1.33333
581	1.33333
582	1.33333
583	1.33333
584	1.33333
585	1.33333
586	1.33333
587	1.33333
588	1.33333
589	1.33333
590	1.33333
591	1.33333
592	1.33333
593	1.33333
594	1.33333
595	1.33333
596	1.33333
597	1.33333
598	1.33333
599	1.33333
600	1.33333
601	1.33333
602	1.33333
603	1.33333
604	1.33333
605	1.33333
606	1.33333
607	1.33333
608	1.33333
609	1.33333
610	1.33333
611	1.33333
612	1.33333
613	1.33333
614	1.33333
615	1.33333
616	1.33333
617	1.33333
618	1.33333
619	1.33333
620	1.33333
621	1.33333
622	1.33333
623	1.33333
624	1.33333
625	1.33333
626	1.33333
627	1.33333
628	1.33333
629	1.33333
630	1.33333
631	1.33333
632	1.33333
633	1.33333
634	1.33333
635	1.33333
636	1.33333
637	1.33333
638	1.33333
639	1.33333
640	1.33333
641	1.33333
642	1.33333
643	1.33333
644	1.33333
645	1.33333
646	1.33333
647	1.33333
648	1.33333
649	1.33333
650	1.33333
651	1.33333
652	1.33333
653	1.33333
654	1.33333
655	1.33333
656	1.33333
657	1.33333
658	1.33333
659	1.33333
660	1.33333
661	1.33333
662	1.33333
663	1.33333
664	1.33333
665	1.33333
666	1.33333
667	1.33333
668	1.33333
669	1.33333
670	1.33333
671	1.33333
672	1.33333
673	1.33333
674	1.33333
675	1.33333
676	1.33333
677	1.33333
678	1.33333
679	1.33333
680	1.33333
681	1.33333
682	1.33333
683	1.33333
684	1.33333
685	1.33333
686	1.33333
687	1.33333
688	1.33333
689	1.33333
690	1.33333
691	1.33333
692	1.33333
693	1.33333
694	1.33333
695	1.33333
696	1.33333
697	1.33333
698	1.33333
699	1.33333
700	1.33333
701	1.33333
702	1.33333
703	1.33333
704	1.33333
705	1.33333
706	1.33333
707	1.33333
708	1.33333
709	1.33333
710	1.33333
711	1.33333
712	1.33333
713	1.33333
714	1.33333
715	1.33333
716	1.33333
717	1.33333
718	1.33333
719	1.33333
720	1.33333
721	1.33333
722	1.33333
723	1.33333
724	1.33333
725	1.33333
726	1.33333
727	1.33333
728	1.33333
729	1.33333
730	1.33333
731	1.33333
732	1.33333
733	1.33333
734	1.33333
735	1.33333
736	1.33333
737	1.33333
738	1.33333
739	1.33333
740	1.33333
741	1.33333
742	1.33333
743	1.33333
744	1.33333
745	1.33333
746	1.33333
747	1.33333
748	1.33333
749	1.33333
750	1.33333
751	1.33333
752	1.33333
753	1.33333
754	1.33333
755	1.33333
756	1.33333
757	1.33333
758	1.33333
759	1.33333
760	1.33333
761	1.33333
762	1.33333
763	1.33333
764	1.33333
765	1.33333
766	1.33333
767	1.33333
768	1.33333
769	1.33333
770	1.33333
771	1.33333
772	1.33333
773	1.33333
774	1.33333
775	1.33333
776	1.33333
777	1.33333
778	1.33333
779	1.33333
780	1.33333
781	1.33333
782	1.33333
783	1.33333
784	1.33333
785	1.33333
786	1.33333
787	1.33333
788	1.33333
789	1.33333
790	1.33333
791	1.33333
792	1.33333
793	1.33333
794	1.33333
795	1.33333
796	1.33333
797	1.33333
798	1.33333
799	1.33333
800	1.33333
801	1.33333
802	1.33333
803	1.33333
804	1.33333
805	1.33333
806	1.33333
807	1.33333
808	1.33333
809	1.33333
810	1.33333
811	1.33333
812	1.33333
813	1.33333
814	1.33333
815	1.33333
816	1.33333
817	1.33333
818	1.33333
819	1.33333
820	1.33333
821	1.33333
822	1.33333
823	1.33333
824	1.33333
825	1.33333
826	1.33333
827	1.33333
828	1.33333
829	1.33333
830	1.33333
831	1.33333
832	1.33333
833	1.33333
834	1.33333
835	1.33333
836	1.33333
837	1.33333
838	1.33333
839	1.33333
840	1.33333
841	1.33333
842	1.33333
843	1.33333
844	1.33333
845	1.33333
846	1.33333
847	1.33333
848	1.33333
849	1.33333
850	1.33333
851	1.33333
852	1.33333
853	1.33333
854	1.33333
855	1.33333
856	1.33333
857	1.33333
858	1.33333
859	1.33333
860	1.33333
861	1.33333
862	1.33333
863	1.33333
864	1.33333
865	1.33333
866	1.33333
867	1.33333
868	1.33333
869	1.33333
870	1.33333
871	1.33333
872	1.33333
873	1.33333
874	1.33333
875	1.33333
876	1.33333
877	1.33333
878	1.33333
879	1.33333
880	1.33333
881	1.33333
882	1.33333
883	1.33333
884	1.33333
885	1.33333
886	1.33333
887	1.33333
888	1.33333
889	1.33333
890	1.33333
891	1.33333
892	1.33333
893	1.33333
894	1.33333
895	1.33333
896	1.33333
897	1.33333
898	1.33333
899	1.33333
900	1.33333
901	1.33333
902	1.33333
903	1.33333
904	1.33333
905	1.33333
906	1.33333
907	1.33333
908	1.33333
909	1.33333
910	1.33333
911	1.33333
912	1.33333
913	1.33333
914	1.33333
915	1.33333
916	1.33333
917	1.33333
918	1.33333
919	1.33333
920	1.33333
921	1.33333
922	1.33333
923	1.33333
924	1.33333
925	1.33333
926	1.33333
927	1.33333
928	1.33333
929	1.33333
930	1.33333
931	1.33333
932	1.33333
933	1.33333
934	1.33333
935	1.33333
936	1.33333
937	1.33333
938	1.33333
939	1.33333
940	1.33333
941	1.33333
942	1.33333
943	1.33333
944	1.33333
945	1.33333
946	1.33333
947	1.33333
948	1.33333
949	1.33333
950	1.33333
951	1.33333
952	1.33333
953	1.33333
954	1.33333
955	1.33333
956	1.33333
957	1.33333
958	1.33333
959	1.33333
960	1.33333
961	1.33333
962	1.33333
963	1.33333
964	1.33333
965	1.33333
966	1.33333
967	1.33333
968	1.33333
969	1.33333
970	1.33333
971	1.33333
972	1.33333
973	1.33333
974	1.33333
975	1.33333
976	1.33333
977	1.33333
978	1.33333
979	1.33333
980	1.33333
981	1.33333
982	1.33333
983	1.33333
984	1.33333
985	1.33333
986	1.33333
987	1.33333
988	1.33333
989	1.33333
990	1.33333
991	1.33333
992	1.33333
993	1.33333
994	1.33333
995	1.33333
996	1.33333
997	1.33333
998	1.33333
999	1.33333
1000	1.33333
1001	1.33333
1002	1.33333
1003	1.33333
1004	1.33333
1005	1.33333
1006	1.33333
1007	1.33333
1008	1.33333
1009	1.33333
1010	1.33333
1011	1.33333
1012	1.33333
1013	1.33333
1014	1.33333
1015	1.33333
1016	1.33333
1017	1.33333
1018	1.33333
1019	1.33333
1020	1.33333
1021	1.33333
1022	1.33333
1023	1.33333
1024	1.33333
1025	1.33333
1026	1.33333
1027	1.33333
1028	1.33333
1029	1.33333
1030	1.33333
1031	1.33333
1032	1.33333
1033	1.33333
1034	1.33333
1035	1.33333
1036	1.33333
1037	1.33333
1038	1.33333
1039	1.33333
1040	1.33333
1041	1.33333
1042	1.33333
1043	1.33333
1044	1.33333
1045	1.33333
1046	1.33333
1047	1.33333
1048	1.33333
1049	1.33333
1050	1.33333
1051	1.33333
1052	1.33333
1053	1.33333
1054	1.33333
1055	1.33333
1056	1.33333
1057	1.33333
1058	1.33333
1059	1.33333
1060	1.33333
1061	1.33333
1062	1.33333
1063	1.33333
1064	1.33333
1065	1.33333
1066	1.33333
1067	1.33333
1068	1.33333
1069	1.33333
1070	1.33333
1071	1.33333
1072	1.33333
1073	1.33333
1074	1.33333
1075	1.33333
1076	1.33333
1077	1.33333
1078	1.33333
1079	1.33333
1080	1.33333
1081	1.33333
1082	1.33333
1083	1.33333
1084	1.33333
1085	1.33333
1086	1.33333
1087	1.33333
1088	1.33333
1089	1.33333
1090	1.33333
1091	1.33333
1092	1.33333
1093	1.33333
1094	1.33333
1095	1.33333
1096	1.33333
1097	1.33333
1098	1.33333
1099	1.33333
1100	1.33333
1101	1.33333
1102	1.33333
1103	1.33333
1104	1.33333
1105	1.33333
1106	1.33333
1107	1.33333
1108	1.33333
1109	1.33333
1110	1.33333
1111	1.33333
1112	1.33333
1113	1.33333
1114	1.33333
1115	1.33333
1116	1.33333
1117	1.33333
1118	1.33333
1119	1.33333
1120	1.33333
1121	1.33333
1122	1.33333
1123	1.33333
1124	1.33333
1125	1.33333
1126	1.33333
1127	1.33333
1128	1.33333
1129	1.33333
1130	1.33333
1131	1.33333
1132	1.33333
1133	1.33333
1134	1.33333
1135	1.33333
1136	1.33333
1137	1.33333
1138	1.33333
1139	1.33333
1140	1.33333
1141	1.33333
1142	1.33333
1143	1.33333
1144	1.33333
1145	1.33333
1146	1.33333
1147	1.33333
1148	1.33333
1149	1.33333
1150	1.33333
1151	1.33333
1152	1.33333
1153	1.33333
1154	1.33333
1155	1.33333
1156	1.33333
1157	1.33333
1158	1.33333
1159	1.33333
1160	1.33333
1161	1.33333
1162	1.33333
1163	1.33333
1164	1.33333
1165	1.33333
1166	1.33333
1167	1.33333
1168	1.33333
1169	1.33333
1170	1.33333
1171	1.33333
1172	1.33333
1173	1.33333
1174	1.33333
1175	1.33333
1176	1.33333
1177	1.33333
1178	1.33333
1179	1.33333
1180	1.33333
1181	1.33333
1182	1.33333
1183	1.33333
1184	1.33333
1185	1.33333
1186	1.33333
1187	1.33333
1188	1.33333
1189	1.33333
1190	1.33333
1191	1.33333
1192	1.33333
1193	1.33333
1194	1.33333
1195	1.33333
1196	1.33333
1197	1.33333
1198	1.33333
1199	1.33333
1200	1.33333
1201	1.33333
1202	1.33333
1203	1.33333
1204	1.33333
1205	1.33333
1206	1.33333
1207	1.33333
1208	1.33333
1209	1.33333
1210	1.33333
1211	1.33333
1212	1.33333
1213	1.33333
1214	1.33333
1215	1.33333
1216	1.33333
1217	1.33333
1218	1.33333
1219	1.33333
1220	1.33333
1221	1.33333
1222	1.33333
1223	1.33333
1224	1.33333
1225	1.33333
1226	1.33333
1227	1.33333
1228	1.33333
1229	1.33333
1230	1.33333
1231	1.33333
1232	1.33333
1233	1.33333
1234	1.33333
1235	1.33333
1236	1.33333
1237	1.33333
1238	1.33333
1239	1.33333
1240	1.33333
1241	1.33333
1242	1.33333
1243	1.33333
1244	1.33333
1245	1.33333
1246	1.33333
1247	1.33333
1248	1.33333
1249	1.33333
1250	1.33333
1251	1.33333
1252	1.33333
1253	1.33333
1254	1.33333
1255	1.33333
1256	1.33333
1257	1.33333
1258	1.33333
1259	1.33333
1260	1.33333
1261	1.33333
1262	1.33333
1263	1.33333
1264	1.33333
1265	1.33333
1266	1.33333
1267	1.33333
1268	1.33333
1269	1.33333
1270	1.33333
1271	1.33333
1272	1.33333
1273	1.33333
1274	1.33333
1275	1.33333
1276	1.33333
1277	1.33333
1278	1.33333
1279	1.33333
1280	1.33333
1281	1.33333
1282	1.33333
1283	1.33333
1284	1.33333
1285	1.33333
1286	1.33333
1287	1.33333
1288	1.33333
1289	1.33333
1290	1.33333
1291	1.33333
1292	1.33333
1293	1.33333
1294	1.33333
1295	1.33333
1296	1.33333
1297	1.33333
1298	1.33333
1299	1.33333
1300	1.33333
1301	1.33333
1302	1.33333
1303	1.33333
1304	1.33333
1305	1.33333
1306	1.33333
1307	1.33333
1308	1.33333
1309	1.33333
1310	1.33333
1311	1.33333
1312	1.33333
1313	1.33333
1314	1.33333
1315	1.33333
1316	1.33333
1317	1.33333
1318	1.33333
1319	1.33333
1320	1.33333
1321	1.33333
1322	1.33333
1323	1.33333
1324	1.33333
1325	1.33333
1326	1.33333
1327	1.33333
1328	1.33333
1329	1.33333
1330	1.33333
1331	1.33333
1332	1.33333
1333	1.33333
1334	1.33333
1335	1.33333
1336	1.33333
1337	1.33333
1338	1.33333
1339	1.33333
1340	1.33333
1341	1.33333
1342	1.33333
1343	1.33333
1344	1.33333
1345	1.33333
1346	1.33333
1347	1.33333
1348	1.33333
1349	1.33333
1350	1.33333
1351	1.33333
1352	1.33333
1353	1.33333
1354	1.33333
1355	1.33333
1356	1.33333
1357	1.33333
1358	1.33333
1359	1.33333
1360	1.33333
1361	1.33333
1362	1.33333
1363	1.33333
1364	1.33333
1365	1.33333
1366	1.33333
1367	1.33333
1368	1.33333
1369	1.33333
1370	1.33333
1371	1.33333
1372	1.33333
1373	1.33333
1374	1.33333
1375	1.33333
1376	1.33333
1377	1.33333
1378	1.33333
1379	1.33333
1380	1.33333
1381	1.33333
1382	1.33333
1383	1.33333
1384	1.33333
1385	1.33333
1386	1.33333
1387	1.33333
1388	1.33333
1389	1.33333
1390	1.33333
1391	1.33333
1392	1.33333
1393	1.33333
1394	1.33333
1395	1.33333
1396	1.33333
1397	1.33333
1398	1.33333
1399	1.33333
1400	1.33333
1401	1.33333
1402	1.33333
1403	1.33333
1404	1.33333
1405	1.33333
1406	1.33333
1407	1.33333
1408	1.33333
1409	1.33333
1410	1.33333
1411	1.33333
1412	1.33333
1413	1.33333
1414	1.33333
1415	1.33333
1416	1.33333
1417	1.33333
1418	1.33333
1419	1.33333
1420	1.33333
1421	1.33333
1422	1.33333
1423	1.33333
1424	1.33333
1425	1.33333
1426	1.33333
1427	1.33333
1428	1.33333
1429	1.33333
1430	1.33333
1431	1.33333
1432	1.33333
1433	1.33333
1434	1.33333
1435	1.33333
1436	1.33333
1437	1.33333
1438	1.33333
1439	1.33333
1440	1.33333
1441	1.33333
1442	1.33333
1443	1.33333
1444	1.33333
1445	1.33333
1446	1.33333
1447	1.33333
1448	1.33333
1449	1.33333
1450	1.33333
1451	1.33333
1452	1.33333
1453	1.33333
1454	1.33333
1455	1.33333
1456	1.33333
1457	1.33333
1458	1.33333
1459	1.33333
1460	1.33333
1461	1.33333
1462	1.33333
1463	1.33333
1464	1.33333
1465	1.33333
1466	1.33333
1467	1.33333
1468	1.33333
1469	1.33333
1470	1.33333
1471	1.33333
1472	1.33333
1473	1.33333
1474	1.33333
1475	1.33333
1476	1.33333
1477	1.33333
1478	1.33333
1479	1.33333
1480	1.33333
1481	1.33333
1482	1.33333
1483	1.33333
1484	1.33333
1485	1.33333
1486	1.33333
1487	1.33333
1488	1.33333
1489	1.33333
1490	1.33333
1491	1.33333
1492	1.33333
1493	1.33333
1494	1.33333
1495	0.833333
1496	1.20833
1497	1.30208
1498	1.32552
1499	1.33138
1500	1.33285
1501	1.33321
1502	1.3333
1503	1.33333
1504	1.33333
1505	1.33333
1506	1.33333
1507	1.33333
1508	1.33333
1509	1.33333
1510	1.33333
1511	1.33333
1512	1.33333
1513	1.33333
1514	1.33333
1515	1.33333
1516	1.33333
1517	1.33333
1518	1.33333
1519	1.33333
1520	1.33333
1521	1.33333
1522	1.33333
1523	1.33333
1524	1.33333
1525	1.33333
1526	1.33333
1527	1.33333
1528	1.33333
1529	1.33333
1530	1.33333
1531	1.33333
1532	1.33333
1533	1.33333
1534	1.33333
1535	1.33333
1536	1.33333
1537	1.33333
1538	1.33333
1539	1.33333
1540	1.33333
1541	1.33333
1542	1.33333
1543	1.33333
1544	1.33333
1545	1.33333
1546	1.33333
1547	1.33333
1548	1.33333
1549	1.33333
1550	1.33333
1551	1.33333
1552	1.33333
1553	1.33333
1554	1.33333
1555	1.33333
1556	1.33333
1557	1.33333
1558	1.33333
1559	1.33333
1560	1.33333
1561	1.33333
1562	1.33333
1563	1.33333
1564	1.33333
1565	1.33333
1566	1.33333
1567	1.33333
1568	1.33333
1569	1.33333
1570	1.33333
1571	1.33333
1572	1.33333
1573	1.33333
1574	1.33333
1575	1.33333
1576	1.33333
1577	1.33333
1578	1.33333
1579	1.33333
1580	1.33333
1581	1.33333
1582	1.33333
1583	1.33333
1584	1.33333
1585	1.33333
1586	1.33333
1587	1.33333
1588	1.33333
1589	1.33333
1590	1.33333
1591	1.33333
1592	1.33333
1593	1.33333
1594	1.33333
1595	1.33333
1596	1.33333
1597	1.33333
1598	1.33333
1599	1.33333
1600	1.33333
1601	1.33333
1602	1.33333
1603	1.33333
1604	1.33333
1605	1.33333
1606	1.33333
1607	1.33333
1608	1.33333
1609	1.33333
1610	1.33333
1611	1.33333
1612	1.33333
1613	1.33333
1614	1.33333
1615	1.33333
1616	1.33333
1617	1.33333
1618	1.33333
1619	1.33333
1620	1.33333
1621	1.33333
1622	1.33333
1623	1.33333
1624	1.33333
1625	1.33333
1626	1.33333
1627	1.33333
1628	1.33333
1629	1.33333
1630	1.33333
1631	1.33333
1632	1.33333
1633	1.33333
1634	1.33333
1635	1.33333
1636	1.33333
1637	1.33333
1638	1.33333
1639	1.33333
1640	1.33333
1641	1.33333
1642	1.33333
1643	1.33333
1644	1.33333
1645	1.33333
1646	1.33333
1647	1.33333
1648	1.33333
1649	1.33333
1650	1.33333
1651	1.33333
1652	1.33333
1653	1.33333
1654	1.33333
1655	1.33333
1656	1.33333
1657	1.33333
1658	1.33333
1659	1.33333
1660	1.33333
1661	1.33333
1662	1.33333
1663	1.33333
1664	1.33333
1665	1.33333
1666	1.33333
1667	1.33333
1668	1.33333
1669	1.33333
1670	1.33333
1671	1.33333
1672	1.33333
1673	1.33333
1674	1.33333
1675	1.33333
1676	1.33333
1677	1.33333
1678	1.33333
1679	1.33333
1680	1.33333
1681	1.33333
1682	1.33333
1683	1.33333
1684	1.33333
1685	1.33333
1686	1.33333
1687	1.33333
1688	1.33333
1689	1.33333
1690	1.33333
1691	1.33333
1692	1.33333
1693	1.33333
1694	1.33333
1695	1.33333
1696	1.33333
1697	1.33333
1698	1.33333
1699	1.33333
1700	1.33333
1701	1.33333
1702	1.33333
1703	1.33333
1704	1.33333
1705	1.33333
1706	1.33333
1707	1.33333
1708	1.33333
1709	1.33333
1710	1.33333
1711	1.33333
1712	1.33333
1713	1.33333
1714	1.33333
1715	1.33333
1716	1.33333
1717	1.33333
1718	1.33333
1719	1.33333
1720	1.33333
1721	1.33333
1722	1.33333
1723	1.33333
1724	1.33333
1725	1.33333
1726	1.33333
1727	1.33333
1728	1.33333
1729	1.33333
1730	1.33333
1731	1.33333
1732	1.33333
1733	1.33333
1734	1.33333
1735	1.33333
1736	1.33333
1737	1.33333
1738	1.33333
1739	1.33333
1740	1.33333
1741	1.33333
1742	1.33333
1743	1.33333
1744	1.33333
1745	1.33333
1746	1.33333
1747	1.33333
1748	1.33333
1749	1.33333
1750	1.33333
1751	1.33333
1752	1.33333
1753	1.33333
1754	1.33333
1755	1.33333
1756	1.33333
1757	1.33333
1758	1.33333
1759	1.33333
1760	1.33333
1761	1.33333
1762	1.33333
1763	1.33333
1764	1.33333
1765	1.33333
1766	1.33333
1767	1.33333
1768	1.33333
1769	1.33333
1770	1.33333
1771	1.33333
1772	1.33333
1773	1.33333
1774	1.33333
1775	1.33333
1776	1.33333
1777	1.33333
1778	1.33333
1779	1.33333
1780	1.33333
1781	1.33333
1782	1.33333
1783	1.33333
1784	1.33333
1785	1.33333
1786	1.33333
1787	1.33333
1788	1.33333
1789	1.33333
1790	1.33333
1791	1.33333
1792	1.33333
1793	1.33333
1794	1.33333
1795	1.33333
1796	1.33333
1797	1.33333
1798	1.33333
1799	1.33333
1800	1.33333
1801	1.33333
1802	1.33333
1803	1.33333
1804	1.33333
1805	1.33333
1806	1.33333
1807	1.33333
1808	1.33333
1809	1.33333
1810	1.33333
1811	1.33333
1812	1.33333
1813	1.33333
1814	1.33333
1815	1.33333
1816	1.33333
1817	1.33333
1818	1.33333
1819	1.33333
1820	1.33333
1821	1.33333
1822	1.33333
1823	1.33333
1824	1.33333
1825	1.33333
1826	1.33333
1827	1.33333
1828	1.33333
1829	1.33333
1830	1.33333
1831	1.33333
1832	1.33333
1833	1.33333
1834	1.33333
1835	1.33333
1836	1.33333
1837	1.33333
1838	1.33333
1839	1.33333
1840	1.33333
1841	1.33333
1842	1.33333
1843	1.33333
1844	1.33333
1845	1.33333
1846	1.33333
1847	1.33333
1848	1.33333
1849	1.33333
1850	1.33333
1851	1.33333
1852	1.33333
1853	1.33333
1854	1.33333
1855	1.33333
1856	1.33333
1857	1.33333
1858	1.33333
1859	1.33333
1860	1.33333
1861	1.33333
1862	1.33333
1863	1.33333
1864	1.33333
1865	1.33333
1866	1.33333
1867	1.33333
1868	1.33333
1869	1.33333
1870	1.33333
1871	1.33333
